2024-03-21 20:24:39,665 INFO    StreamThr :9145 [internal.py:wandb_internal():86] W&B internal server running at pid: 9145, started at: 2024-03-21 20:24:39.664406
2024-03-21 20:24:39,666 DEBUG   HandlerThread:9145 [handler.py:handle_request():146] handle_request: status
2024-03-21 20:24:39,667 INFO    WriterThread:9145 [datastore.py:open_for_write():87] open: /Users/jeongjiun/Documents/GitHub/recommendation/InvPref/code/wandb/run-20240321_202433-y8bqzxsc/run-y8bqzxsc.wandb
2024-03-21 20:24:39,668 DEBUG   SenderThread:9145 [sender.py:send():382] send: header
2024-03-21 20:24:39,668 DEBUG   SenderThread:9145 [sender.py:send():382] send: run
2024-03-21 20:24:40,147 INFO    SenderThread:9145 [dir_watcher.py:__init__():211] watching files in: /Users/jeongjiun/Documents/GitHub/recommendation/InvPref/code/wandb/run-20240321_202433-y8bqzxsc/files
2024-03-21 20:24:40,147 INFO    SenderThread:9145 [sender.py:_start_run_threads():1136] run started: y8bqzxsc with start time 1711020278.886108
2024-03-21 20:24:40,157 DEBUG   HandlerThread:9145 [handler.py:handle_request():146] handle_request: check_version
2024-03-21 20:24:40,157 DEBUG   SenderThread:9145 [sender.py:send_request():409] send_request: check_version
2024-03-21 20:24:40,204 DEBUG   HandlerThread:9145 [handler.py:handle_request():146] handle_request: run_start
2024-03-21 20:24:40,205 DEBUG   HandlerThread:9145 [system_info.py:__init__():27] System info init
2024-03-21 20:24:40,205 DEBUG   HandlerThread:9145 [system_info.py:__init__():42] System info init done
2024-03-21 20:24:40,205 INFO    HandlerThread:9145 [system_monitor.py:start():194] Starting system monitor
2024-03-21 20:24:40,205 INFO    SystemMonitor:9145 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-21 20:24:40,205 INFO    HandlerThread:9145 [system_monitor.py:probe():214] Collecting system info
2024-03-21 20:24:40,205 DEBUG   HandlerThread:9145 [system_info.py:probe():151] Probing system
2024-03-21 20:24:40,205 INFO    SystemMonitor:9145 [interfaces.py:start():190] Started cpu monitoring
2024-03-21 20:24:40,206 INFO    SystemMonitor:9145 [interfaces.py:start():190] Started disk monitoring
2024-03-21 20:24:40,208 INFO    SystemMonitor:9145 [interfaces.py:start():190] Started memory monitoring
2024-03-21 20:24:40,209 INFO    SystemMonitor:9145 [interfaces.py:start():190] Started network monitoring
2024-03-21 20:24:40,209 DEBUG   HandlerThread:9145 [system_info.py:_probe_git():136] Probing git
2024-03-21 20:24:40,233 DEBUG   HandlerThread:9145 [system_info.py:_probe_git():144] Probing git done
2024-03-21 20:24:40,233 DEBUG   HandlerThread:9145 [system_info.py:probe():199] Probing system done
2024-03-21 20:24:40,233 DEBUG   HandlerThread:9145 [system_monitor.py:probe():223] {'os': 'macOS-10.16-x86_64-i386-64bit', 'python': '3.11.2', 'heartbeatAt': '2024-03-21T11:24:40.205934', 'startedAt': '2024-03-21T11:24:33.588963', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/jeongjiun/Documents/GitHub/recommendation/InvPref/code/yahoo_implicit_train.py', 'codePathLocal': 'yahoo_implicit_train.py', 'codePath': 'InvPref/code/yahoo_implicit_train.py', 'git': {'remote': 'https://github.com/vsgyou/recommendation.git', 'commit': 'e0264c71456edd8a17b0516a99b4ea0d07d01d96'}, 'email': '105686490+vsgyou@users.noreply.github.com', 'root': '/Users/jeongjiun/Documents/GitHub/recommendation', 'host': 'jeongjiun-ui-iMac.local', 'username': 'jeongjiun', 'executable': '/Users/jeongjiun/opt/anaconda3/envs/torch2/bin/python', 'cpu_count': 6, 'cpu_count_logical': 6, 'cpu_freq': {'current': 3000, 'min': 3000, 'max': 3000}, 'cpu_freq_per_core': [{'current': 3000, 'min': 3000, 'max': 3000}], 'disk': {'/': {'total': 956.9770622253418, 'used': 93.77173614501953}}, 'memory': {'total': 64.0}}
2024-03-21 20:24:40,233 INFO    HandlerThread:9145 [system_monitor.py:probe():224] Finished collecting system info
2024-03-21 20:24:40,233 INFO    HandlerThread:9145 [system_monitor.py:probe():227] Publishing system info
2024-03-21 20:24:40,233 DEBUG   HandlerThread:9145 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-03-21 20:24:41,153 INFO    Thread-25 :9145 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/jeongjiun/Documents/GitHub/recommendation/InvPref/code/wandb/run-20240321_202433-y8bqzxsc/files/conda-environment.yaml
2024-03-21 20:24:51,384 DEBUG   HandlerThread:9145 [system_info.py:_save_conda():220] Saving conda packages done
2024-03-21 20:24:51,385 INFO    HandlerThread:9145 [system_monitor.py:probe():229] Finished publishing system info
2024-03-21 20:24:51,385 DEBUG   HandlerThread:9145 [handler.py:handle_request():146] handle_request: status_report
2024-03-21 20:24:51,385 DEBUG   HandlerThread:9145 [handler.py:handle_request():146] handle_request: keepalive
2024-03-21 20:24:51,385 DEBUG   HandlerThread:9145 [handler.py:handle_request():146] handle_request: status_report
2024-03-21 20:24:51,386 DEBUG   HandlerThread:9145 [handler.py:handle_request():146] handle_request: keepalive
2024-03-21 20:24:51,386 DEBUG   SenderThread:9145 [sender.py:send():382] send: files
2024-03-21 20:24:51,386 INFO    SenderThread:9145 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-03-21 20:24:51,397 DEBUG   HandlerThread:9145 [handler.py:handle_request():146] handle_request: python_packages
2024-03-21 20:24:51,397 DEBUG   SenderThread:9145 [sender.py:send_request():409] send_request: python_packages
2024-03-21 20:24:51,398 DEBUG   SenderThread:9145 [sender.py:send():382] send: telemetry
2024-03-21 20:24:51,399 DEBUG   HandlerThread:9145 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-21 20:24:51,399 DEBUG   HandlerThread:9145 [handler.py:handle_request():146] handle_request: stop_status
2024-03-21 20:24:51,399 DEBUG   SenderThread:9145 [sender.py:send_request():409] send_request: stop_status
2024-03-21 20:24:51,700 DEBUG   SenderThread:9145 [sender.py:send():382] send: telemetry
2024-03-21 20:24:51,700 DEBUG   SenderThread:9145 [sender.py:send():382] send: run
2024-03-21 20:24:51,929 INFO    SenderThread:9145 [sender.py:send_run():1010] updated run: y8bqzxsc
2024-03-21 20:24:52,174 INFO    Thread-25 :9145 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/jeongjiun/Documents/GitHub/recommendation/InvPref/code/wandb/run-20240321_202433-y8bqzxsc/files/conda-environment.yaml
2024-03-21 20:24:52,174 INFO    Thread-25 :9145 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/jeongjiun/Documents/GitHub/recommendation/InvPref/code/wandb/run-20240321_202433-y8bqzxsc/files/config.yaml
2024-03-21 20:24:52,174 INFO    Thread-25 :9145 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/jeongjiun/Documents/GitHub/recommendation/InvPref/code/wandb/run-20240321_202433-y8bqzxsc/files/requirements.txt
2024-03-21 20:24:52,175 INFO    Thread-25 :9145 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/jeongjiun/Documents/GitHub/recommendation/InvPref/code/wandb/run-20240321_202433-y8bqzxsc/files/wandb-metadata.json
2024-03-21 20:24:52,247 INFO    wandb-upload_0:9145 [upload_job.py:push():131] Uploaded file /var/folders/c_/lyvzmwmj1_zf_lq72hf6r53c0000gn/T/tmpe0bqk3inwandb/itp7fxa9-wandb-metadata.json
2024-03-21 20:24:55,896 DEBUG   HandlerThread:9145 [handler.py:handle_request():146] handle_request: status_report
2024-03-21 20:24:56,183 INFO    Thread-25 :9145 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/jeongjiun/Documents/GitHub/recommendation/InvPref/code/wandb/run-20240321_202433-y8bqzxsc/files/output.log
2024-03-21 20:24:58,190 INFO    Thread-25 :9145 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/jeongjiun/Documents/GitHub/recommendation/InvPref/code/wandb/run-20240321_202433-y8bqzxsc/files/output.log
2024-03-21 20:25:01,572 DEBUG   HandlerThread:9145 [handler.py:handle_request():146] handle_request: status_report
2024-03-21 20:25:06,402 DEBUG   HandlerThread:9145 [handler.py:handle_request():146] handle_request: stop_status
2024-03-21 20:25:06,402 DEBUG   HandlerThread:9145 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-21 20:25:06,402 DEBUG   SenderThread:9145 [sender.py:send_request():409] send_request: stop_status
2024-03-21 20:25:06,621 DEBUG   HandlerThread:9145 [handler.py:handle_request():146] handle_request: status_report
2024-03-21 20:25:11,638 DEBUG   HandlerThread:9145 [handler.py:handle_request():146] handle_request: status_report
2024-03-21 20:25:12,238 INFO    Thread-25 :9145 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/jeongjiun/Documents/GitHub/recommendation/InvPref/code/wandb/run-20240321_202433-y8bqzxsc/files/config.yaml
2024-03-21 20:25:16,885 DEBUG   HandlerThread:9145 [handler.py:handle_request():146] handle_request: status_report
